"","category","name","reviewer","reviews","veridied","date.of.review","ratings"
"53","chair","FDW OC-BT380-Black Office Executive Chair, Black, Ergonomic Design, Adjustable Arm, Rolling Swivel, Lumbar Support, Wide Seat, Load Capacity: 391.7 lbs (181 kg), High Back Mesh, 29.1 x 25.6 x 43.5 inches (74 x 65 x 110.5 cm)","Tubalcane","Steel frame with comfortable extra wide padded seat.  360-degree Swivel and Lumbar support","Verified Purchase","Reviewed in the United States on 29 January 2024","2.0 out of 5 stars"
"54","chair","FDW OC-BT380-Black Office Executive Chair, Black, Ergonomic Design, Adjustable Arm, Rolling Swivel, Lumbar Support, Wide Seat, Load Capacity: 391.7 lbs (181 kg), High Back Mesh, 29.1 x 25.6 x 43.5 inches (74 x 65 x 110.5 cm)","AlphaGaming","I bought this chair a few weeks ago for the start of online school, being a bigger fellow, I wanted something a little wider with more padding. I was pleasantly surprised by the size of the chair. Took me a little bit to put together myself, but, it wasn't too bad. My only ""gripe"" is that I wish my cushion was a little more padded and comfortable. It's more firm than... cushion-ey, if that makes sense. For that, I cannot give it 5 stars.","Verified Purchase","Reviewed in Canada on 5 January 2024","5.0 out of 5 stars"
"55","chair","FDW OC-BT380-Black Office Executive Chair, Black, Ergonomic Design, Adjustable Arm, Rolling Swivel, Lumbar Support, Wide Seat, Load Capacity: 391.7 lbs (181 kg), High Back Mesh, 29.1 x 25.6 x 43.5 inches (74 x 65 x 110.5 cm)","Lisa Sabs","It was taking forever to find a chair that was supportive enough with a large weight capacity for my husband. Even I needed a chair that that held more than most of this new modern comouter chairs hold. When I found this chair I was so happy. It has some great features like the lumbar support, adjustable back & arms. The one thing I wished this chair did have was that the arms folded inward and not just adjusted up and down, however being for a larger crowd I can see why they didnt add this, however even my hundbamd who is 350lbs & 6' 4"" says he would like this feature. Overall it is great for the price and still works great.","Verified Purchase","Reviewed in the United States on 13 February 2024","4.0 out of 5 stars"
"56","chair","FDW OC-BT380-Black Office Executive Chair, Black, Ergonomic Design, Adjustable Arm, Rolling Swivel, Lumbar Support, Wide Seat, Load Capacity: 391.7 lbs (181 kg), High Back Mesh, 29.1 x 25.6 x 43.5 inches (74 x 65 x 110.5 cm)","Lisa Sabs","This is a nice chair.  I am not ""big and tall"" but wanted a wider chair so that my small dogs could sit alongside me in an office chair while I work on managing our empire.  I decided to purchase the good but used version to save a couple of dollars cause I'm cheap as heck, lol.  Chair came in a somewhat damaged box.  It was fairly easy to put together but the instructions are only picture so I wasn't 100% sure about some things, like how to put the wheels on.  The instructions didn't say anything other than showing the male wheel part going in to the female chair part so I wasn't sure they would click inside and hold in place but they did.  It's comfortable to sit in.  Downside is that the lumbar piece that slides up and down doesn't slide all the way down cause it's meant for someone taller, haha.My biggest issue with the item is that all of the screws were not in the package.  I am missing one of the screws where the back attaches on to the underneath of the chair seat and all of the arm piece screws are missing.  So I cannot attach the arms to the chair.  While I can use the chair without the arms in place, it sorta defeats the purpose of buying this chair cause I can't put the pillow in place for the dogs to lay on.  My own fault for saving a few dollars and buying a good but used chair.  Had no idea it wouldn't have all the parts to go with it.  Hoping to buy the screws locally so I can attach the arms and the last screw on the bottom.  Otherwise I'm happy with the item itself.","Verified Purchase","Reviewed in the United States on 3 November 2023","4.0 out of 5 stars"
"57","chair","FDW OC-BT380-Black Office Executive Chair, Black, Ergonomic Design, Adjustable Arm, Rolling Swivel, Lumbar Support, Wide Seat, Load Capacity: 391.7 lbs (181 kg), High Back Mesh, 29.1 x 25.6 x 43.5 inches (74 x 65 x 110.5 cm)","Tracy","Great product for the price. I am 6’2 and 300 lbs. and the chair fits me well.  It has quite a bit of room in the seat, meaning wide and long. Comfortable but makes noise as you move around in it. There was a piece on the back of the seat that broke immediately when I tried to attach it but I was still able to clip it on without bothering the look.","Verified Purchase","Reviewed in the United States on 26 December 2023","4.0 out of 5 stars"
"58","chair","FDW OC-BT380-Black Office Executive Chair, Black, Ergonomic Design, Adjustable Arm, Rolling Swivel, Lumbar Support, Wide Seat, Load Capacity: 391.7 lbs (181 kg), High Back Mesh, 29.1 x 25.6 x 43.5 inches (74 x 65 x 110.5 cm)","Emeric","Honestly bought this as a hold over until I can afford a high end ergonomic chair...  With that said I'm really in no rush to replace this.  I'm 6'4, almost 300lb, the chair feels great.  The assembly was slightly annoying (I just wish the base was preassembled and welded instead of the machine screws- still very sturdy!).  The mesh back is change for me and feels great in long gaming or work sessions, the seat cushion is very respectable for the moneyPros:+Feels sturdy from the moment I sat on it+Solid metal/steel support components+Price to value (to me)+The ""3d armrests"" adjust vertically easy but don't rotate like my old chair... Which I prefer!!!!  The can be adjusted narrow or weirder with an allen wrench/key (came with a solid one and a nice handle to make building easier)+Decent instructions+Decent lumbar adjustmentCons:-Assembley can be cumbersome, might need an extra pair of hands to hold things in place to assemble, although if you're patient take your time you can do it alone.-each spoke on the base is attached with two fairly heavy duty machine screws, does feel good, but personally just wish this was preassembled and welded.-if you're significantly taller than me, say 6'6 and above the back my might be a bit low.  For me I prefer this for acoustic reasons (I'm an audiophile and don't want my head in reflection zone like most gamer chairs do). But if you want a head/neck rest maybe reconsider.","Verified Purchase","Reviewed in the United States on 8 July 2023","4.0 out of 5 stars"
"59","chair","FDW OC-BT380-Black Office Executive Chair, Black, Ergonomic Design, Adjustable Arm, Rolling Swivel, Lumbar Support, Wide Seat, Load Capacity: 391.7 lbs (181 kg), High Back Mesh, 29.1 x 25.6 x 43.5 inches (74 x 65 x 110.5 cm)","Albert Russo","Prend un peu de temps a monter mais ces ok la chaise est tres large parfait pour les personne qui sont enrobe comme moi.Il a de la place pour bouge tu n`est pas serre dedans.Le siege est en tissus alors il va falloir que j ajoute un protecteur pour etre certaine qu`elle reste propre.Pour le confort un peu dure mais ces normal ca va prendre un peu de temps car elle est neuve..et pour le reste l avenir nous le dira mais pour tout suite je la recommande fortement et surtout pour le prix vous ne pourrez pas trouver mieux ailleur.Merci","Verified Purchase","Reviewed in Canada on 5 January 2024","4.0 out of 5 stars"
"60","chair","FDW OC-BT380-Black Office Executive Chair, Black, Ergonomic Design, Adjustable Arm, Rolling Swivel, Lumbar Support, Wide Seat, Load Capacity: 391.7 lbs (181 kg), High Back Mesh, 29.1 x 25.6 x 43.5 inches (74 x 65 x 110.5 cm)","tina","After months of use love it and would recommend this","Verified Purchase","Reviewed in Canada on 15 February 2024","4.0 out of 5 stars"
"61","chair","FDW OC-BT380-Black Office Executive Chair, Black, Ergonomic Design, Adjustable Arm, Rolling Swivel, Lumbar Support, Wide Seat, Load Capacity: 391.7 lbs (181 kg), High Back Mesh, 29.1 x 25.6 x 43.5 inches (74 x 65 x 110.5 cm)","Love the chair, it was easy to assemble. Stability is great","I love my chair","Verified Purchase","Reviewed in the United States on 12 February 2024","4.1 out of 5 stars"
"62","chair","FDW OC-BT380-Black Office Executive Chair, Black, Ergonomic Design, Adjustable Arm, Rolling Swivel, Lumbar Support, Wide Seat, Load Capacity: 391.7 lbs (181 kg), High Back Mesh, 29.1 x 25.6 x 43.5 inches (74 x 65 x 110.5 cm)","Love the chair, it was easy to assemble. Stability is great","Very comfortable and my husband fits well in it (he’s a big guy lol)","Verified Purchase","Reviewed in the United States on 3 February 2024","5.0 out of 5 stars"
"63","chair","FDW OC-BT380-Black Office Executive Chair, Black, Ergonomic Design, Adjustable Arm, Rolling Swivel, Lumbar Support, Wide Seat, Load Capacity: 391.7 lbs (181 kg), High Back Mesh, 29.1 x 25.6 x 43.5 inches (74 x 65 x 110.5 cm)","Kindle Customer","Bought this for my home office. It's easy to assemble. The wheels work well on my carpet. It's sturdy enough, overall. It's big! It's probably larger than what I needed, or realized when I bought it. But it works! I have lower back disc issues and a bruised tail bone. I use a special butt-pillow while sitting on this (and any) chair. So far I haven't had any pain arise while using this chair. The back rest is mesh and very firm. I guess that's good considering the weight it's supposed to support. The lumbar piece is really firm, too, which I dislike, but then again, my back hasn't had any problems with it as it does with other office chairs, so maybe this firmness is what my back needs. The seat cushion of the chair is cushy and I could see it being uncomfortable and flattened after prolonged use, so I'd recommend buying an additional cushion if you're like me and have back/butt issues. The arms are adjustable up/down. Since the seat is extra wide, the arms aren't squishing into my sides. The back doesn't recline independently from the chair (a feature my in-office chair has) but rather the whole seat tilts back slightly (not very far). Overall, good chair.","Verified Purchase","Reviewed in the United States on 2 June 2023","5.0 out of 5 stars"
"64","chair","FDW OC-BT380-Black Office Executive Chair, Black, Ergonomic Design, Adjustable Arm, Rolling Swivel, Lumbar Support, Wide Seat, Load Capacity: 391.7 lbs (181 kg), High Back Mesh, 29.1 x 25.6 x 43.5 inches (74 x 65 x 110.5 cm)","Cassandra","well i ordered a big boy chair, and man oh man i got one :) when i first saw the seat, i reverted to an episode of the simpsons.... ""i'm looking for mr. gass, mr hugh gass."" lol. the chair rocks. i got it because i was getting sick of chairs that collapse down on me after a few months. this chair is comfortable to me at its lowest setting, so as far as i am concerned i think i have the final chair i will have to buy. but it has been only 2 months now, so time will be the real judge of that one.","Verified Purchase","Reviewed in Canada on 12 September 2023","5.0 out of 5 stars"
"65","chair","FDW OC-BT380-Black Office Executive Chair, Black, Ergonomic Design, Adjustable Arm, Rolling Swivel, Lumbar Support, Wide Seat, Load Capacity: 391.7 lbs (181 kg), High Back Mesh, 29.1 x 25.6 x 43.5 inches (74 x 65 x 110.5 cm)","stuart alcock","Firstly, the chair does what it says. I've loved it and it's served me well. I'm 6'0 and pushing 400 so it definitely held up its end...for a year.  Within 9 months the back plastic piece along the middle broke and wouldn't stay on.  It's no doubt associated with the weight being pushed onto the ergonomic piece and back into the plastic.  I wasn't upset at that, it's simply an aesthetic piece which served no real purpose.The part I'm mad about though is the seat plate. Around 6 months in the lever to keep it from leaning started to slip and I'd jolt backwards, not the end of the world, I just stopped leaning back as much and checked the lever more frequently.  However, after a slip I noticed the chair had a slight lean to the left where the lever sticks into. I examined it and noticed that some parts had broke and small metal bits were cracked. it's progressively gotten worse and now after a year, I cannot use the chair as it's lean is constant and unsustainable for my back.I wish products advertised as size friendly would also have the same durability as those meant for smaller folk.","Verified Purchase","Reviewed in the United States on 12 October 2023","4.0 out of 5 stars"
